vendorArticleNumber,vendorArticleName,material,productDetails,productType,amazonUrl,myntraUrl,nykaaUrl,wixUrl,imageUrl,price,category,category_url,json_ld
DL0024-10,"Vanchai Natural Dried Off White Pampas Grass 42?/3.5 Feet Tall Dried Flowers Bunch Fluffy Grass, Vase Filler for Home Decor,Office,Table Corner Decoration- White Set of 3 (10)",,"You have found the fluffiest pampas grass! Our pampas grass is handpicked in the Rural villages of India. Follow easy steps on the package to fluff your pampas grass and start decorating your home. Color - white pampas Measurements: Total length of about 4 ft or 48 inches | Plume (feather part) is 25-30 inches Quantity: naturally preserved pampas grass stems! These are just adorable and the perfect decoration for any space. Perfect for weddings and wedding arrangements too! Create a simple yet beautiful floor vase arrangement for your home with this soft & fluffy dried pampas grass. If you are buying in bulk, Instructions & Care — Please remove them carefully from the box or shipping tube and allow them a few days to recover their normal fluffiness. Before use, put pampas under the sun for 3-5 hours to get a fluffy effect as they can lose fluffiness in the shipping process. Pampas expand under the sun and over time will only get fluffier! ☼ Keep dry and do not worry about shedding- this is normal, expected, and will not change the look or shape of the plumes. Shedding will be minimal once you place it in a vase. Trim carefully. This pampas is for indoor and outdoor use. Before purchasing please acknowledge: Due to the nature of dried botanicals pampas may be shed. This is a natural dried plant and when placed in a vase won't shed. Each bundle is unique and colour & size may vary. However, we will pick the best pampas bunch for you. How to prevent shedding: — Please note - if you place your pampas grass in a low-traffic area this step is not required and you don't need to do anything to prevent shedding. When pampas are not disturbed they will not shed. To help with shedding, first, arrange them in your favourite vase and then use a mist of strong-hold hairspray (this gives a slightly wet look, so please test first to make sure | Color: white | You have found the fluffiest pampas grass! Our pampas grass is handpicked in the Rural villages of India.,3 heads/stems per bunch.,Natural Pampas Grass. Sourced From Field of India.,You have found the fluffiest pampas grass! Our pampas grass is handpicked in the Rural villages of India. Follow easy steps on the package to fluff your pampas grass and start decorating your home. Color - white pampas Measurements: Total length of about 4 ft or 48 inches.,3 heads/stems per bunch. Natural Pampas Grass. Sourced From Field of India. You have found the fluffiest pampas grass! Our pampas grass is handpicked in the Rural villages of India. Follow easy steps on the package to fluff your pampas grass and start decorating your home. Color - white pampas Measurements: Total length of about 4 ft or 48 inches. These are just adorable and the perfect decoration for any space. Perfect for weddings and wedding arrangements too! Create a simple yet beautiful floor vase arrangement for your home with this soft & fluffy dried pampas grass.",,https://www.amazon.in/dp/B0CV8K4MGT?th=1,,,,,1999.0,DRIED_PLANT,,
DL0024,"Vanchai Grey Pampas Grass, Large Light Coloured, Dry Reeds Plumes, 25 Stems",,"This large dried grey grass looks so natural and beautiful in any decor! You can use this large dried grass as a tall vase filler. Dried grass is also often used in dried wild bouquets, countryside wedding decor, wildflower wedding bouquets and more! These large dried stems are great for tall wedding centrepieces or as large wedding flowers decoration! Reed Plume grass with beautiful full and large heads/plumes and tall stalks. Very similar to Pampas Grass. ・ large heads/plumes/flowers - 20-25cm (10-12"") long ・ tall stems (the total height of the plant is 50-55cm Beautiful and all neutral flowers bouquet. Dried colourful flowers composition that will make your life happier all year round! Bright and lovely home decor or centrepiece, wedding or any party decor for vase, wall. Pretty gift for someone. Actual colour may vary. This is due to computer monitors displaying colours differently and everyone can see these colours differently. Count 1 of items means 1 bouquet, 2 means 2 bouquets etc. One of a kind, the symbol of beauty will look simply beautiful on your wedding day and even for your decorations. | Color: Natural | 100% Organic,25 heads/stems per bunch.,Sustainable,Biodegradable,25 heads/stems per bunch. Sustainable Biodegradable DIY Craft",,,https://www.myntra.com/artificial-flowers-and-plants/vanchai/vanchai-beige-pampas-5-pcs-artificial-flower/37872669/buy,https://www.nykaafashion.com/vanchai-beige-pack-of-5-natural-dried-pampas-grass-25-feet-tall-vase-filler-for-home-decor/p/22866328,https://www.vanchai.in/product-page/pampas-grass-large-light-coloured-dry-reeds-plumes,,2999.0,DRIED_PLANT,,
DL0029,"Vanchai Natural Dried Pine Cones 4 Pieces Pinecone On Sticks / stem - 6 Inch Pinecones with 12"" Stick for Home, Party, Office, Table , Vase Fillers (TAAL Flower Set of 4)",,"Natural Dried Pine Cones 4 Pieces Pinecone On Sticks/stem - 6 Inch Pinecones with 12"" Stick for Home, Party, Office, Bedroom, Table, Vase Fillers, Christmas Tree Decoration | Color: Natural | FLOWER ARRANGEMENT SUPPLIES - The natural pine cones are suitable to applied for flower arrangement, arrange flowers in a vase or a bouquet with several pine cone sticks, making the bouquet look more natural and fresh.,PINE CONE ON STICK 100% NATURAL - Each bunch of dry pine cone is 100% natural and eco-friendly.,100% Natural,Craft of Forest Mushroom, Forest dried pine stem & seeds, Dried Palm waste, Palm Sticks, Lotus seed.,PINE CONE ON STICK 100% NATURAL - Each bunch of dry pine cone is 100% natural and eco-friendly. 100% Natural Craft of Forest Mushroom, Forest dried pine stem & seeds, Dried Palm waste, Palm Sticks, Lotus seed. 0% Plastic & Acrylic",,,,,https://www.vanchai.in/product-page/copy-of-lotus-pod-24-set-of-4,,999.0,DRIED_PLANT,,
DL0032,"Vanchai Natural Dried Pine Cones 4 Pieces Pinecone On Sticks / stem - 6 Inch Pinecones with 12"" Stick for Home, Party, Office, Table , Vase Fillers (Tail Cone - Pack of 5)",,"Natural Dried Pine Cones 4 Pieces Pinecone On Sticks/stem - 6 Inch Pinecones with 12"" Stick for Home, Party, Office, Bedroom, Table, Vase Fillers, Christmas Tree Decoration | Color: Natural | FLOWER ARRANGEMENT SUPPLIES - The natural pine cones are suitable to applied for flower arrangement, arrange flowers in a vase or a bouquet with several pine cone sticks, making the bouquet look more natural and fresh.,PINE CONE ON STICK 100% NATURAL - Each bunch of dry pine cone is 100% natural and eco-friendly.,100% Natural,Craft of Forest Mushroom, Forest dried pine stem & seeds, Dried Palm waste, Palm Sticks, Lotus seed.,PINE CONE ON STICK 100% NATURAL - Each bunch of dry pine cone is 100% natural and eco-friendly. 100% Natural Craft of Forest Mushroom, Forest dried pine stem & seeds, Dried Palm waste, Palm Sticks, Lotus seed. 0% Plastic & Acrylic",,,,,https://www.vanchai.in/product-page/natural-tail-cylinder-set-of-5,,999.0,DRIED_PLANT,,
DL0038,"Vanchai Natural Dried Pine Cones 4 Pieces Pinecone On Sticks / stem - 6 Inch Pinecones with 12"" Stick for Home, Party, Office, Table , Vase Fillers (wheat Shaeves - 25 Stems)",,"Natural Dried Pine Cones 4 Pieces Pinecone On Sticks/stem - 6 Inch Pinecones with 12"" Stick for Home, Party, Office, Bedroom, Table, Vase Fillers, Christmas Tree Decoration | Color: Natural | FLOWER ARRANGEMENT SUPPLIES - The natural pine cones are suitable to applied for flower arrangement, arrange flowers in a vase or a bouquet with several pine cone sticks, making the bouquet look more natural and fresh.,PINE CONE ON STICK 100% NATURAL - Each bunch of dry pine cone is 100% natural and eco-friendly.,100% Natural,Craft of Forest Mushroom, Forest dried pine stem & seeds, Dried Palm waste, Palm Sticks, Lotus seed.,PINE CONE ON STICK 100% NATURAL - Each bunch of dry pine cone is 100% natural and eco-friendly. 100% Natural Craft of Forest Mushroom, Forest dried pine stem & seeds, Dried Palm waste, Palm Sticks, Lotus seed. 0% Plastic & Acrylic",,,,,https://www.vanchai.in/product-page/bunch-rustic-wheat-sheave-25-stems,,999.0,DRIED_PLANT,,
DL0042,"Vanchai 5 STEM 30"" Long Real Dried White Curly Willow Decor, Natural Wood Diffuser Stems Stick for Vase,Natural Decor for Home, Office, Living Room, Wedding, Party, DIY Crafts, Modern Decorations",,"Each STEM 30"" LONG Real white curly Willow decor dried Willow, Stems, and Sticks. floral arrangement table decor home office decor dried branch Size: about 30 inches in length 
Are you wondering why you should get a bundle of willow branches? 
Are you also tired of going through the stress of changing flowers every week? 
The good news is that curly willow branches do not die like flowers. The curly willow branches exist almost forever as any wood. The curly willow branches are carefully hand-cut in eco forests to achieve utterly and highly creative adorable decorations. The curly willow branch is a fresh and modern decoration style for your kitchen or table at the meeting room, hotel, office, and wedding events. The curly willow branches are made of organic wood materials and not mere plastics. The curly willow branches fit perfectly for table decorations to give a unique view of your space. | Natural Stem,Sustainable,Bio Degradable,Lightweight Stem,Sustainable Bio Degradable Lightweight Stem Durable",,,,,https://www.vanchai.in/product-page/vanchai-5-stem-30-long-real-white-curly-willow-decor-dried-willow-stems-stick,,1599.0,DRIED_PLANT,,
DL0055,"Vanchai Decor Dried Pampas Grass Sun Wall Decor for Home | Office | Living Room | Gift | Modern Decoration Items | Living Space Wall Decor |West Bengal Culture Home Decor Hanging Items, Set of 1",,"PAMPAS GRASS SUN Decor Boho Sun Wall Art Large Sun Wall Decor Over The Bed Boho Wall Decor Boho Home Decor Boho Chic Wall Art Boho Wall Art Handmade Materials: Pampas Grass, Natural Brown Pampas Grass, Jute Sun Ripple Board When the bouquet arrives, it tends to get compressed. To fluff, please leave them in the sun's warmth, or next to a heated vent. With a pampas wreath, there is a natural shedding phenomenon. To prevent shedding, we recommend putting on a light coat of hairspray. VERSATILE DECORATION: This boho decor bedroom piece has a trendy room decor feel that can be used in your nursery, laundry, or bathroom. NATURAL MATERIALS: These real pampas reeds are fresh and not artificial. The wood that holds the wreath is also real which makes these earthy accents bring country side into your home. Dimension- 25"" x 45"" | Color: BROWN | Materials: Pampas Grass, Natural Brown Pampas Grass, Jute Sun Ripple Board,Natural Pampas Grass. Sourced From Field of India.,Natural Pampas Grass. Sourced From Field of India.,,Natural Pampas Grass. Sourced From Field of India. Natural Pampas Grass. Sourced From Field of India.",,,,,https://www.vanchai.in/product-page/big-palm-leaf-set-of-2,,2999.0,DRIED_PLANT,,
DL0056,Vanchai Decor Dried Pampas Grass Sun Wall Decor for Home | Office | Living Room | Gift | Modern Decoration Items | Living Space Wall Decor (DL0056),,"PAMPAS GRASS SUN Decor Boho Sun Wall Art Large Sun Wall Decor Over The Bed Boho Wall Decor Boho Home Decor Boho Chic Wall Art Boho Wall Art Handmade Materials: Pampas Grass, Natural Brown Pampas Grass, Jute Sun Ripple Board When the bouquet arrives, it tends to get compressed. To fluff, please leave them in the sun's warmth, or next to a heated vent. With a pampas wreath, there is a natural shedding phenomenon. To prevent shedding, we recommend putting on a light coat of hairspray. VERSATILE DECORATION: This boho decor bedroom piece has a trendy room decor feel that can be used in your nursery, laundry, or bathroom. NATURAL MATERIALS: These real pampas reeds are fresh and not artificial. The wood that holds the wreath is also real which makes these earthy accents bring country side into your home. Dimension- 25"" x 45"" | Color: BROWN | Materials: Pampas Grass, Natural Brown Pampas Grass, Jute Sun Ripple Board,Natural Pampas Grass. Sourced From Field of India.,Natural Pampas Grass. Sourced From Field of India.,,Natural Pampas Grass. Sourced From Field of India. Natural Pampas Grass. Sourced From Field of India.",,,,,https://www.vanchai.in/product-page/off-white-pampas-grass-sun-decor,,2999.0,DRIED_PLANT,,
DL0057,Vanchai Decor Dried Pampas Grass Sun Wall Decor for Home | Office | Living Room | Gift | Modern Decoration Items | Living Space Wall Decor (DL0057),,"PAMPAS GRASS SUN Decor Boho Sun Wall Art Large Sun Wall Decor Over The Bed Boho Wall Decor Boho Home Decor Boho Chic Wall Art Boho Wall Art Handmade Materials: Pampas Grass, Natural Brown Pampas Grass, Jute Sun Ripple Board When the bouquet arrives, it tends to get compressed. To fluff, please leave them in the sun's warmth, or next to a heated vent. With a pampas wreath, there is a natural shedding phenomenon. To prevent shedding, we recommend putting on a light coat of hairspray. VERSATILE DECORATION: This boho decor bedroom piece has a trendy room decor feel that can be used in your nursery, laundry, or bathroom. NATURAL MATERIALS: These real pampas reeds are fresh and not artificial. The wood that holds the wreath is also real which makes these earthy accents bring country side into your home. Dimension- 25"" x 45"" | Color: BROWN | Materials: Pampas Grass, Natural Brown Pampas Grass, Jute Sun Ripple Board,Natural Pampas Grass. Sourced From Field of India.,Natural Pampas Grass. Sourced From Field of India.,,Natural Pampas Grass. Sourced From Field of India. Natural Pampas Grass. Sourced From Field of India.",,,,,https://www.vanchai.in/product-page/willow-sun-decor,,2999.0,DRIED_PLANT,,
DL0071,"Vanchai Natural Dried Chambray Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Ombre Zinia Flower (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/yellow-ombrey-zinnia-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0072,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Strawberry Pink Sola Flower (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/strawberry-pink-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0073,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Grey Owl Sola Flower (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/ombre-peach-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0074,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Ombre Peach Sola Flower (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/marigold-yellow-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0076,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Damask Pink Sola Flower, (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/damask-pink-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0077,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Ombre Indigo Sola Flower (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/ombre-indigo-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0078,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Midnight Blue Sola Flower (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/midnight-blue-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0079,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Dried Indigo Peony Flower (5 Pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/indigo-peonies-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0080,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Fuscia Sola Flower, (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/fuscia-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0082,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Ombre Mauve Sola Flower (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/ombre-mauve-sola-flower-5pcs,,999.0,DRIED_PLANT,,
DL0083,"Vanchai Natural Dried Chambray Sola Flower, Dried Chambray Sola Flower, Vase Filler for Home, Office, Bedroom, Table Corner Decoration, DIY Craft ? Set of 5 (Ombre Wine Sola Flower (5pcs))",,"Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping. Vanchai is a one-stop destination for all your dried & natural flowers, botanicals, exotics, potpourri, sola flowers, palm items, cane items & jute items. It is ethically sourced from the forests of India and kept as natural as possible. It can be used to decorate trays, food platters, vases, bouquets, bowls, wedding, arrangements, and events. Give your home a Floralis makeover by going natural. Set Of 5 | Color: Grey | Handmade flowers that are made from Sola,Naturally Dried,Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations.,Make bouquets, table number holders, and decorations.,Naturally Dried Handmade flowers that are made from tapioca wood peel. It is a softwood. Sola wood- is an entirely natural product derived from the tapioca plant. Make bouquets, table number holders, and decorations. Make bouquets, table number holders, and decorations. The blossoms measure 2.5"" wide and 12"" height. The flowers can be made into bouquets, used as table decorations, or in gift wrapping.",,,,,https://www.vanchai.in/product-page/ombre-wine-sola-flower-5pcs,,999.0,DRIED_PLANT,,
